Date,Baseline_NAV,Gamma_Only_NAV,Full_NAV,Baseline_Return,Gamma_Only_Return,Full_Gross_Return,Full_Net_Return,SPY_Return,Combined_Regime,DDH_State,Gamma_Regime,Base_Gamma,Adjusted_Gamma,Gamma_Beliefs,Conviction_Csys,Portfolio_DD_pct,God_Mode,VIX,Hedge_Payout_bps,Hedge_Cost_bps,Hedge_Net_Impact
2022-09-16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.007628667529956945,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,26.299999237060547,0.0,0.0,0.0
2022-09-19,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.007755058216703858,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,25.760000228881836,0.0,0.0,0.0
2022-09-20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.01147855345371962,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,27.15999984741211,0.0,0.0,0.0
2022-09-21,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.017443917040298462,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,27.989999771118164,0.0,0.0,0.0
2022-09-22,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.008399832535759821,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,27.350000381469727,0.0,0.0,0.0
2022-09-23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.01675490487599729,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,29.920000076293945,0.0,0.0,0.0
2022-09-26,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.009892620116314643,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,32.2599983215332,0.0,0.0,0.0
2022-09-27,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.002552777314038801,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,32.599998474121094,0.0,0.0,0.0
2022-09-28,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01967632443668621,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,30.18000030517578,0.0,0.0,0.0
2022-09-29,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.02088892473402415,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,31.84000015258789,0.0,0.0,0.0
2022-09-30,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.015463384624473164,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,31.6200008392334,0.0,0.0,0.0
2022-10-03,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.026401126142315157,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,30.100000381469727,0.0,0.0,0.0
2022-10-04,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.030986773431054937,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,29.06999969482422,0.0,0.0,0.0
2022-10-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0023282950927761004,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,28.549999237060547,0.0,0.0,0.0
2022-10-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.010316006132835676,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,30.520000457763672,0.0,0.0,0.0
2022-10-07,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.02789380183694601,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,31.360000610351562,0.0,0.0,0.0
2022-10-10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.007635298351834741,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,32.45000076293945,0.0,0.0,0.0
2022-10-11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.006332994370031875,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,33.630001068115234,0.0,0.0,0.0
2022-10-12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0032985190497297756,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,33.56999969482422,0.0,0.0,0.0
2022-10-13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02639113412314087,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,31.940000534057617,0.0,0.0,0.0
2022-10-14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.022788517060973623,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,32.02000045776367,0.0,0.0,0.0
2022-10-17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.025696831096635675,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,31.3700008392334,0.0,0.0,0.0
2022-10-18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.011749715581936604,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,30.5,0.0,0.0,0.0
2022-10-19,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.007086634134520153,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,30.760000228881836,0.0,0.0,0.0
2022-10-20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.008385327278408017,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,29.979999542236328,0.0,0.0,0.0
2022-10-21,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0243012691248512,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,29.690000534057617,0.0,0.0,0.0
2022-10-24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.012236519250714784,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,29.850000381469727,0.0,0.0,0.0
2022-10-25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.015968682532762513,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,28.459999084472656,0.0,0.0,0.0
2022-10-26,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.007534048798271575,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,27.280000686645508,0.0,0.0,0.0
2022-10-27,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.005340058469816666,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,27.389999389648438,0.0,0.0,0.0
2022-10-28,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02379055481945791,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,25.75,0.0,0.0,0.0
2022-10-31,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.007223208251900148,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,25.8799991607666,0.0,0.0,0.0
2022-11-01,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.004375813048261734,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,25.809999465942383,0.0,0.0,0.0
2022-11-02,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.025096105579946237,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,25.860000610351562,0.0,0.0,0.0
2022-11-03,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.010296785083495297,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,25.299999237060547,0.0,0.0,0.0
2022-11-04,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.014393018028473037,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,24.549999237060547,0.0,0.0,0.0
2022-11-07,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.009565466830898872,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,24.350000381469727,0.0,0.0,0.0
2022-11-08,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.005395593021244149,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,25.540000915527344,0.0,0.0,0.0
2022-11-09,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.02060234505974523,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,26.09000015258789,0.0,0.0,0.0
2022-11-10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0549543486331443,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,23.530000686645508,0.0,0.0,0.0
2022-11-11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00967862804718167,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,22.520000457763672,0.0,0.0,0.0
2022-11-14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.008506874806525566,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,23.729999542236328,0.0,0.0,0.0
2022-11-15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.008529252775046237,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,24.540000915527344,0.0,0.0,0.0
2022-11-16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.007628919495450859,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,24.110000610351562,0.0,0.0,0.0
2022-11-17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.003059945362784755,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,23.93000030517578,0.0,0.0,0.0
2022-11-18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.004540380057113769,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,23.1200008392334,0.0,0.0,0.0
2022-11-21,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.003635939013120648,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,22.360000610351562,0.0,0.0,0.0
2022-11-22,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.013456941956354607,BURN_IN,NORMAL_TRENDING,DEFENSIVE,1.0,1.0,,0.5,0.0,False,21.290000915527344,0.0,0.0,0.0
2022-11-23,1.013150810218845,1.013150810218845,1.013150810218845,0.013150810218844901,0.013150810218844901,0.013150810218844901,0.013150810218844901,0.006301495784793554,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,0.0,False,20.350000381469727,0.0,0.0,0.0
2022-11-25,1.0021015239268642,1.0021015239268642,1.0021015239268642,-0.010905865326795744,-0.010905865326795744,-0.010905865326795744,-0.010905865326795744,-0.00022357336653933135,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,0.0,False,20.5,0.0,0.0,0.0
2022-11-28,0.9906461925763889,0.9906461925763889,0.9906461925763889,-0.011431308182813823,-0.011431308182813823,-0.011431308182813823,-0.011431308182813823,-0.01595700533675848,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-1.0905865326795683,False,22.209999084472656,0.0,0.0,0.0
2022-11-29,0.9922971105907029,0.9922971105907029,0.9922971105907029,0.0016665061923070812,0.0016665061923070812,0.0016665061923070812,0.0016665061923070812,-0.0017174623060524086,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-2.221250520205866,False,21.889999389648438,0.0,0.0,0.0
2022-11-30,1.033760224478613,1.033760224478613,1.033760224478613,0.04178497895980734,0.04178497895980734,0.04178497895980734,0.04178497895980734,0.031500497403881056,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-2.0583016287217397,False,20.579999923706055,0.0,0.0,0.0
2022-12-01,1.0533239273137096,1.0533239273137096,1.0533239273137096,0.018924797425789563,0.018924797425789563,0.018924797425789563,0.018924797425789563,-0.0007359942246983886,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,0.0,False,19.84000015258789,0.0,0.0,0.0
2022-12-02,1.044627708427559,1.044627708427559,1.044627708427559,-0.008255977729784042,-0.008255977729784042,-0.008255977729784042,-0.008255977729784042,-0.0011535780766459558,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,0.0,False,19.059999465942383,0.0,0.0,0.0
2022-12-05,1.0199286915274959,1.0199286915274959,1.0199286915274959,-0.02364384622464378,-0.02364384622464378,-0.02364384622464378,-0.02364384622464378,-0.0179893257596504,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-0.8255977729783969,False,20.75,0.0,0.0,0.0
2022-12-06,1.0082808329533535,1.0082808329533535,1.0082808329533535,-0.011420267584293584,-0.011420267584293584,-0.011420267584293584,-0.011420267584293584,-0.014414662630393038,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-3.1704620886550585,False,22.170000076293945,0.0,0.0,0.0
2022-12-07,1.0176474271540763,1.0176474271540763,1.0175994137810784,0.009289668011725644,0.009289668011725644,0.009289668011725644,0.009242048964106596,-0.0017012667018991845,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-4.276281321666116,False,22.68000030517578,0.0,0.4718298020571394,-4.801337299777874e-05
2022-12-08,1.0402836378940725,1.0402836378940725,1.0401860994126406,0.022243667242691306,0.022243667242691306,0.022243667242691306,0.02219604819507226,0.007833906769598054,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-3.3915980266146,False,22.290000915527344,0.0,0.4658504374295934,-4.845711494195612e-05
2022-12-09,1.046540650478677,1.046540650478677,1.046442525330798,0.006014717867975935,0.006014717867975935,0.006014717867975935,0.006014717867975935,-0.0074700519397521425,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-1.2472732803644146,False,22.829999923706055,0.0,0.0,0.0
2022-12-12,1.0410231139247443,1.0410231139247443,1.0409255061089824,-0.005272166495786896,-0.005272166495786896,-0.005272166495786896,-0.005272166495786896,0.0144170860229198,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-0.6533034904524735,False,25.0,0.0,0.0,0.0
2022-12-13,1.0665471942891815,1.0665471942891815,1.0664471932991466,0.02451826479453399,0.02451826479453399,0.02451826479453399,0.02451826479453399,0.007569760672770931,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-1.1770758152572214,False,22.549999237060547,0.0,0.0,0.0
2022-12-14,1.0601111731294437,1.0601111731294437,1.0600117755899559,-0.006034445727483463,-0.006034445727483463,-0.006034445727483463,-0.006034445727483463,-0.0063934542250861925,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,0.0,False,21.139999389648438,0.0,0.0,0.0
2022-12-15,1.0238394585921027,1.0238394585921027,1.0237434619404362,-0.034215010139235794,-0.034215010139235794,-0.034215010139235794,-0.034215010139235794,-0.02446161255236423,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-0.6034445727483457,False,22.829999923706055,0.0,0.0,0.0
2022-12-16,1.0130685077634776,1.0130685077634776,1.014737730921207,-0.01052015600515782,-0.01052015600515782,-0.01052015600515782,-0.008796863036526392,-0.011806080108336503,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-4.004298724496872,False,22.6200008392334,17.86628744613965,0.48041663553373526,0.0017642099096443493
2022-12-19,0.9969659328295795,0.9969659328295795,0.998560303086388,-0.015894852925047758,-0.015894852925047758,-0.015894852925047758,-0.015942471972666804,-0.008479751210268893,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-4.848759760712767,False,22.420000076293945,0.0,0.483905120003563,-4.832084432958128e-05
2022-12-20,1.0204482354041295,1.0204482354041295,1.0220326085947133,0.02355376628357084,0.02355376628357084,0.02355376628357084,0.023506147235951794,0.0013683201349490304,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-6.3657057413920946,False,21.479999542236328,0.0,0.46525414378454016,-4.755049062316134e-05
2022-12-21,1.0196358647105765,1.0196358647105765,1.0211703083748551,-0.0007960920165943827,-0.0007960920165943827,-0.0007960920165943827,-0.0008437110642134304,0.014952532972216881,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-4.164724234214814,False,20.06999969482422,0.0,0.47659258262555937,-4.866821945689111e-05
2022-12-22,0.9931029785272628,0.9931029785272628,0.9967341093460977,-0.02602192321946723,-0.02602192321946723,-0.02602192321946723,-0.02392960197564538,-0.014266268609606003,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-4.245581516720348,False,21.969999313354492,21.92403637864966,0.48786488879728784,0.002136616329772822
2022-12-23,1.008260951789085,1.008260951789085,1.011900041915258,0.01526324418470771,0.01526324418470771,0.01526324418470771,0.015215625137088662,0.005752489117926585,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-6.536946638434616,False,20.8700008392334,0.0,0.4690535334561801,-4.7463529016480845e-05
2022-12-27,1.007768719799867,1.007768719799867,1.011357847609595,-0.00048819900080873213,-0.00048819900080873213,-0.00048819900080873213,-0.0005358180484277798,-0.0039436423535498255,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-5.1148478543173175,False,21.649999618530273,0.0,0.4764457644301548,-4.818571628167895e-05
2022-12-28,0.993113216436696,0.993113216436696,0.998487346632949,-0.014542526549227927,-0.014542526549227927,-0.014542526549227927,-0.012725961445858346,-0.012427894339924195,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-5.165689031364782,False,22.139999389648438,18.882134829745127,0.4823285709891197,0.0018371973729865614
2022-12-29,1.0171919467480288,1.0171919467480288,1.0226488295044116,0.024245705235630185,0.024245705235630185,0.024245705235630185,0.02419808618801114,0.018000363442780776,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-6.372546816496176,False,21.440000534057617,0.0,0.4649398222982642,-4.7547016506330906e-05
2022-12-30,1.0184903124449667,1.0184903124449667,1.0239054629206552,0.0012764215260343953,0.0012764215260343953,0.0012764215260343953,0.0012288024784153477,-0.002634071978537933,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-4.10694163479778,False,21.670000076293945,0.0,0.4756060502971217,-4.8697563309733885e-05
2023-01-03,1.013202302666331,1.013202302666331,1.0185405802348126,-0.005192007929796953,-0.005192007929796953,-0.005192007929796953,-0.005239626977416,-0.004209756813511878,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-3.9891080070157887,False,22.899999618530273,0.0,0.4786986787014537,-4.875740299622168e-05
2023-01-04,1.0292178420978109,1.0292178420978109,1.034591999100454,0.015806852579523013,0.015806852579523013,0.015806852579523013,0.015759233531903966,0.007720156297192693,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-4.492169266827991,False,22.010000228881836,0.0,0.4688025079867704,-4.8501932392133935e-05
2023-01-05,1.0055004814360375,1.0055004814360375,1.0107507960268303,-0.02304406287150183,-0.02304406287150183,-0.02304406287150183,-0.02304406287150183,-0.011413506614309288,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-2.987039058178385,False,22.459999084472656,0.0,0.0,0.0
2023-01-06,1.0362597794039874,1.0362597794039874,1.0416225755490967,0.030591032561237446,0.030591032561237446,0.030591032561237446,0.0305434135136184,0.022932063642213008,RISK_OFF,EARLY_DD_UNCERTAINTY,CRISIS,1.175,1.0575,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-5.222611829472281,False,21.1299991607666,0.0,0.4620770653095668,-4.8130990286991916e-05
2023-01-09,1.0401586194236458,1.0401586194236458,1.0455415926369416,0.003762415657877658,0.003762415657877658,0.003762415657877658,0.003762415657877658,-0.000566834295495533,DEFENSIVE_NORMAL,NORMAL_TRENDING,CRISIS,1.175,1.175,"{'CRISIS': 0.25, 'DEFENSIVE': 0.25, 'GROWTH': 0.25, 'EUPHORIA': 0.25}",,-2.3277868708391325,False,21.969999313354492,0.0,0.0,0.0
